experiment_id,pattern_id,variant_id,created_at,tested_at,status,reason_status,parameters_json,dataset_start,dataset_end,in_sample_start,in_sample_end,out_of_sample_start,out_of_sample_end,paper_live_start,paper_live_end,number_of_assets_tested,number_of_events,number_of_trades,gross_pnl,net_pnl,winrate,profit_factor,sharpe,sortino,max_drawdown,notes
EXP_PATTERN_000200_RR_1_5,PATTERN_000200,RR_1_5,2026-06-07T12:41:41.198058+00:00,2026-06-07T12:41:41.198058+00:00,discarded,muestras insuficientes: 66 < 100,"{""cluster_id"": 10, ""rr"": 1.5, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-07T00:00:00+00:00,2022-11-18T00:00:00+00:00,2021-09-07T00:00:00+00:00,,,2022-11-18T00:00:00+00:00,,,14,66,0,,,0.57576,2.0469,,,8.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000200_RR_2,PATTERN_000200,RR_2,2026-06-07T12:41:41.198058+00:00,2026-06-07T12:41:41.198058+00:00,discarded,muestras insuficientes: 66 < 100,"{""cluster_id"": 10, ""rr"": 2.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-07T00:00:00+00:00,2022-11-18T00:00:00+00:00,2021-09-07T00:00:00+00:00,,,2022-11-18T00:00:00+00:00,,,14,66,0,,,0.57576,2.41095,,,8.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000200_RR_2_5,PATTERN_000200,RR_2_5,2026-06-07T12:41:41.198058+00:00,2026-06-07T12:41:41.198058+00:00,discarded,muestras insuficientes: 66 < 100,"{""cluster_id"": 10, ""rr"": 2.5, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-07T00:00:00+00:00,2022-11-18T00:00:00+00:00,2021-09-07T00:00:00+00:00,,,2022-11-18T00:00:00+00:00,,,14,66,0,,,0.56061,2.63684,,,8.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000200_RR_3,PATTERN_000200,RR_3,2026-06-07T12:41:41.198058+00:00,2026-06-07T12:41:41.198058+00:00,discarded,muestras insuficientes: 66 < 100,"{""cluster_id"": 10, ""rr"": 3.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-07T00:00:00+00:00,2022-11-18T00:00:00+00:00,2021-09-07T00:00:00+00:00,,,2022-11-18T00:00:00+00:00,,,14,66,0,,,0.56061,2.95158,,,8.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000200_RR_4,PATTERN_000200,RR_4,2026-06-07T12:41:41.198058+00:00,2026-06-07T12:41:41.198058+00:00,discarded,muestras insuficientes: 66 < 100,"{""cluster_id"": 10, ""rr"": 4.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-07T00:00:00+00:00,2022-11-18T00:00:00+00:00,2021-09-07T00:00:00+00:00,,,2022-11-18T00:00:00+00:00,,,14,66,0,,,0.56061,3.39764,,,8.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000200_RR_5,PATTERN_000200,RR_5,2026-06-07T12:41:41.198058+00:00,2026-06-07T12:41:41.198058+00:00,discarded,muestras insuficientes: 66 < 100,"{""cluster_id"": 10, ""rr"": 5.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-07T00:00:00+00:00,2022-11-18T00:00:00+00:00,2021-09-07T00:00:00+00:00,,,2022-11-18T00:00:00+00:00,,,14,66,0,,,0.56061,3.62472,,,8.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000466_RR_1_5,PATTERN_000466,RR_1_5,2026-06-08T15:51:29.686821+00:00,2026-06-08T15:51:29.686821+00:00,discarded,"muestras insuficientes: 41 < 100; poca diversidad de símbolos: 6 < 8; premium/paper promotion bloqueada en discovery: requiere Director gate con trades, fills, costes y OOS limpio","{""cluster_id"": 0, ""rr"": 1.5, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-15T00:00:00+00:00,2022-11-23T00:00:00+00:00,2021-09-15T00:00:00+00:00,,,2022-11-23T00:00:00+00:00,,,6,41,0,,,0.60976,2.22347,,,5.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000466_RR_2,PATTERN_000466,RR_2,2026-06-08T15:51:29.686821+00:00,2026-06-08T15:51:29.686821+00:00,discarded,"muestras insuficientes: 41 < 100; poca diversidad de símbolos: 6 < 8; premium/paper promotion bloqueada en discovery: requiere Director gate con trades, fills, costes y OOS limpio","{""cluster_id"": 0, ""rr"": 2.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-15T00:00:00+00:00,2022-11-23T00:00:00+00:00,2021-09-15T00:00:00+00:00,,,2022-11-23T00:00:00+00:00,,,6,41,0,,,0.60976,2.52383,,,5.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000466_RR_2_5,PATTERN_000466,RR_2_5,2026-06-08T15:51:29.686821+00:00,2026-06-08T15:51:29.686821+00:00,discarded,"muestras insuficientes: 41 < 100; poca diversidad de símbolos: 6 < 8; premium/paper promotion bloqueada en discovery: requiere Director gate con trades, fills, costes y OOS limpio","{""cluster_id"": 0, ""rr"": 2.5, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-15T00:00:00+00:00,2022-11-23T00:00:00+00:00,2021-09-15T00:00:00+00:00,,,2022-11-23T00:00:00+00:00,,,6,41,0,,,0.60976,2.77955,,,5.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000466_RR_3,PATTERN_000466,RR_3,2026-06-08T15:51:29.686821+00:00,2026-06-08T15:51:29.686821+00:00,discarded,"muestras insuficientes: 41 < 100; poca diversidad de símbolos: 6 < 8; premium/paper promotion bloqueada en discovery: requiere Director gate con trades, fills, costes y OOS limpio","{""cluster_id"": 0, ""rr"": 3.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-15T00:00:00+00:00,2022-11-23T00:00:00+00:00,2021-09-15T00:00:00+00:00,,,2022-11-23T00:00:00+00:00,,,6,41,0,,,0.60976,2.80716,,,5.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000466_RR_4,PATTERN_000466,RR_4,2026-06-08T15:51:29.686821+00:00,2026-06-08T15:51:29.686821+00:00,discarded,"muestras insuficientes: 41 < 100; poca diversidad de símbolos: 6 < 8; premium/paper promotion bloqueada en discovery: requiere Director gate con trades, fills, costes y OOS limpio","{""cluster_id"": 0, ""rr"": 4.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-15T00:00:00+00:00,2022-11-23T00:00:00+00:00,2021-09-15T00:00:00+00:00,,,2022-11-23T00:00:00+00:00,,,6,41,0,,,0.60976,3.25719,,,5.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000466_RR_5,PATTERN_000466,RR_5,2026-06-08T15:51:29.686821+00:00,2026-06-08T15:51:29.686821+00:00,discarded,"muestras insuficientes: 41 < 100; poca diversidad de símbolos: 6 < 8; premium/paper promotion bloqueada en discovery: requiere Director gate con trades, fills, costes y OOS limpio","{""cluster_id"": 0, ""rr"": 5.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-15T00:00:00+00:00,2022-11-23T00:00:00+00:00,2021-09-15T00:00:00+00:00,,,2022-11-23T00:00:00+00:00,,,6,41,0,,,0.60976,3.70722,,,5.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000410_RR_1_5,PATTERN_000410,RR_1_5,2026-06-07T17:14:02.102623+00:00,2026-06-07T17:14:02.102623+00:00,discarded,muestras insuficientes: 67 < 100; poca diversidad de símbolos: 6 < 8,"{""cluster_id"": 4, ""rr"": 1.5, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-10T00:00:00+00:00,2023-02-13T00:00:00+00:00,2021-09-10T00:00:00+00:00,,,2023-02-13T00:00:00+00:00,,,6,67,0,,,0.61194,2.15852,,,8.40755,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000410_RR_2,PATTERN_000410,RR_2,2026-06-07T17:14:02.102623+00:00,2026-06-07T17:14:02.102623+00:00,discarded,muestras insuficientes: 67 < 100; poca diversidad de símbolos: 6 < 8,"{""cluster_id"": 4, ""rr"": 2.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-10T00:00:00+00:00,2023-02-13T00:00:00+00:00,2021-09-10T00:00:00+00:00,,,2023-02-13T00:00:00+00:00,,,6,67,0,,,0.61194,2.51675,,,9.37962,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000410_RR_2_5,PATTERN_000410,RR_2_5,2026-06-07T17:14:02.102623+00:00,2026-06-07T17:14:02.102623+00:00,discarded,muestras insuficientes: 67 < 100; poca diversidad de símbolos: 6 < 8,"{""cluster_id"": 4, ""rr"": 2.5, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-10T00:00:00+00:00,2023-02-13T00:00:00+00:00,2021-09-10T00:00:00+00:00,,,2023-02-13T00:00:00+00:00,,,6,67,0,,,0.61194,2.77442,,,9.37962,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000410_RR_3,PATTERN_000410,RR_3,2026-06-07T17:14:02.102623+00:00,2026-06-07T17:14:02.102623+00:00,discarded,muestras insuficientes: 67 < 100; poca diversidad de símbolos: 6 < 8,"{""cluster_id"": 4, ""rr"": 3.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-10T00:00:00+00:00,2023-02-13T00:00:00+00:00,2021-09-10T00:00:00+00:00,,,2023-02-13T00:00:00+00:00,,,6,67,0,,,0.61194,2.97557,,,9.37962,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000410_RR_4,PATTERN_000410,RR_4,2026-06-07T17:14:02.102623+00:00,2026-06-07T17:14:02.102623+00:00,discarded,muestras insuficientes: 67 < 100; poca diversidad de símbolos: 6 < 8,"{""cluster_id"": 4, ""rr"": 4.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-10T00:00:00+00:00,2023-02-13T00:00:00+00:00,2021-09-10T00:00:00+00:00,,,2023-02-13T00:00:00+00:00,,,6,67,0,,,0.61194,3.32307,,,9.37962,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000410_RR_5,PATTERN_000410,RR_5,2026-06-07T17:14:02.102623+00:00,2026-06-07T17:14:02.102623+00:00,discarded,muestras insuficientes: 67 < 100; poca diversidad de símbolos: 6 < 8,"{""cluster_id"": 4, ""rr"": 5.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-10T00:00:00+00:00,2023-02-13T00:00:00+00:00,2021-09-10T00:00:00+00:00,,,2023-02-13T00:00:00+00:00,,,6,67,0,,,0.61194,3.62606,,,9.37962,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000617_RR_1_5,PATTERN_000617,RR_1_5,2026-06-09T09:22:48.206461+00:00,2026-06-09T09:22:48.206461+00:00,discarded,"muestras insuficientes: 81 < 100; drawdown excesivo: 13.67R > 12.00R; premium/paper promotion bloqueada en discovery: requiere Director gate con trades, fills, costes y OOS limpio","{""cluster_id"": 0, ""rr"": 1.5, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-15T00:00:00+00:00,2022-11-18T00:00:00+00:00,2021-09-15T00:00:00+00:00,,,2022-11-18T00:00:00+00:00,,,11,81,0,,,0.5679,1.81686,,,13.66997,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000617_RR_2,PATTERN_000617,RR_2,2026-06-09T09:22:48.206461+00:00,2026-06-09T09:22:48.206461+00:00,discarded,"muestras insuficientes: 81 < 100; drawdown excesivo: 13.67R > 12.00R; premium/paper promotion bloqueada en discovery: requiere Director gate con trades, fills, costes y OOS limpio","{""cluster_id"": 0, ""rr"": 2.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-15T00:00:00+00:00,2022-11-18T00:00:00+00:00,2021-09-15T00:00:00+00:00,,,2022-11-18T00:00:00+00:00,,,11,81,0,,,0.5679,2.15157,,,13.66997,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000617_RR_2_5,PATTERN_000617,RR_2_5,2026-06-09T09:22:48.206461+00:00,2026-06-09T09:22:48.206461+00:00,discarded,"muestras insuficientes: 81 < 100; drawdown excesivo: 13.67R > 12.00R; premium/paper promotion bloqueada en discovery: requiere Director gate con trades, fills, costes y OOS limpio","{""cluster_id"": 0, ""rr"": 2.5, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-15T00:00:00+00:00,2022-11-18T00:00:00+00:00,2021-09-15T00:00:00+00:00,,,2022-11-18T00:00:00+00:00,,,11,81,0,,,0.5679,2.35286,,,13.66997,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000617_RR_3,PATTERN_000617,RR_3,2026-06-09T09:22:48.206461+00:00,2026-06-09T09:22:48.206461+00:00,discarded,"muestras insuficientes: 81 < 100; drawdown excesivo: 13.67R > 12.00R; premium/paper promotion bloqueada en discovery: requiere Director gate con trades, fills, costes y OOS limpio","{""cluster_id"": 0, ""rr"": 3.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-15T00:00:00+00:00,2022-11-18T00:00:00+00:00,2021-09-15T00:00:00+00:00,,,2022-11-18T00:00:00+00:00,,,11,81,0,,,0.5679,2.50517,,,13.66997,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000617_RR_4,PATTERN_000617,RR_4,2026-06-09T09:22:48.206461+00:00,2026-06-09T09:22:48.206461+00:00,discarded,"muestras insuficientes: 81 < 100; drawdown excesivo: 13.67R > 12.00R; premium/paper promotion bloqueada en discovery: requiere Director gate con trades, fills, costes y OOS limpio","{""cluster_id"": 0, ""rr"": 4.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-15T00:00:00+00:00,2022-11-18T00:00:00+00:00,2021-09-15T00:00:00+00:00,,,2022-11-18T00:00:00+00:00,,,11,81,0,,,0.5679,2.79816,,,13.66997,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000617_RR_5,PATTERN_000617,RR_5,2026-06-09T09:22:48.206461+00:00,2026-06-09T09:22:48.206461+00:00,discarded,"muestras insuficientes: 81 < 100; drawdown excesivo: 13.67R > 12.00R; premium/paper promotion bloqueada en discovery: requiere Director gate con trades, fills, costes y OOS limpio","{""cluster_id"": 0, ""rr"": 5.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-15T00:00:00+00:00,2022-11-18T00:00:00+00:00,2021-09-15T00:00:00+00:00,,,2022-11-18T00:00:00+00:00,,,11,81,0,,,0.5679,3.04862,,,13.66997,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000103_RR_1_5,PATTERN_000103,RR_1_5,2026-06-07T10:11:31.820662+00:00,2026-06-07T10:11:31.820662+00:00,discarded,muestras insuficientes: 31 < 100; poca diversidad de símbolos: 4 < 8,"{""cluster_id"": 10, ""rr"": 1.5, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-10T00:00:00+00:00,2023-02-13T00:00:00+00:00,2021-09-10T00:00:00+00:00,,,2023-02-13T00:00:00+00:00,,,4,31,0,,,0.48387,1.36008,,,4.5,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000103_RR_2,PATTERN_000103,RR_2,2026-06-07T10:11:31.820662+00:00,2026-06-07T10:11:31.820662+00:00,discarded,muestras insuficientes: 31 < 100; poca diversidad de símbolos: 4 < 8,"{""cluster_id"": 10, ""rr"": 2.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-10T00:00:00+00:00,2023-02-13T00:00:00+00:00,2021-09-10T00:00:00+00:00,,,2023-02-13T00:00:00+00:00,,,4,31,0,,,0.48387,1.71352,,,4.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000103_RR_2_5,PATTERN_000103,RR_2_5,2026-06-07T10:11:31.820662+00:00,2026-06-07T10:11:31.820662+00:00,discarded,muestras insuficientes: 31 < 100; poca diversidad de símbolos: 4 < 8,"{""cluster_id"": 10, ""rr"": 2.5, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-10T00:00:00+00:00,2023-02-13T00:00:00+00:00,2021-09-10T00:00:00+00:00,,,2023-02-13T00:00:00+00:00,,,4,31,0,,,0.45161,1.73589,,,6.75794,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000103_RR_3,PATTERN_000103,RR_3,2026-06-07T10:11:31.820662+00:00,2026-06-07T10:11:31.820662+00:00,discarded,muestras insuficientes: 31 < 100; poca diversidad de símbolos: 4 < 8,"{""cluster_id"": 10, ""rr"": 3.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-10T00:00:00+00:00,2023-02-13T00:00:00+00:00,2021-09-10T00:00:00+00:00,,,2023-02-13T00:00:00+00:00,,,4,31,0,,,0.45161,1.87392,,,6.75794,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000103_RR_4,PATTERN_000103,RR_4,2026-06-07T10:11:31.820662+00:00,2026-06-07T10:11:31.820662+00:00,discarded,muestras insuficientes: 31 < 100; poca diversidad de símbolos: 4 < 8,"{""cluster_id"": 10, ""rr"": 4.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-10T00:00:00+00:00,2023-02-13T00:00:00+00:00,2021-09-10T00:00:00+00:00,,,2023-02-13T00:00:00+00:00,,,4,31,0,,,0.45161,2.09997,,,6.75794,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000103_RR_5,PATTERN_000103,RR_5,2026-06-07T10:11:31.820662+00:00,2026-06-07T10:11:31.820662+00:00,discarded,muestras insuficientes: 31 < 100; poca diversidad de símbolos: 4 < 8,"{""cluster_id"": 10, ""rr"": 5.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-10T00:00:00+00:00,2023-02-13T00:00:00+00:00,2021-09-10T00:00:00+00:00,,,2023-02-13T00:00:00+00:00,,,4,31,0,,,0.45161,2.2701,,,6.75794,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000349_RR_1_5,PATTERN_000349,RR_1_5,2026-06-07T16:32:39.271364+00:00,2026-06-07T16:32:39.271364+00:00,discarded,poca diversidad de símbolos: 4 < 8; drawdown excesivo: 16.00R > 12.00R,"{""cluster_id"": 0, ""rr"": 1.5, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-08-19T00:00:00+00:00,2022-02-09T00:00:00+00:00,2021-08-19T00:00:00+00:00,,,2022-02-09T00:00:00+00:00,,,4,100,0,,,0.59,2.18746,,,9.5,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000349_RR_2,PATTERN_000349,RR_2,2026-06-07T16:32:39.271364+00:00,2026-06-07T16:32:39.271364+00:00,discarded,poca diversidad de símbolos: 4 < 8; drawdown excesivo: 16.00R > 12.00R,"{""cluster_id"": 0, ""rr"": 2.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-08-19T00:00:00+00:00,2022-02-09T00:00:00+00:00,2021-08-19T00:00:00+00:00,,,2022-02-09T00:00:00+00:00,,,4,100,0,,,0.54,2.22205,,,16.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000349_RR_2_5,PATTERN_000349,RR_2_5,2026-06-07T16:32:39.271364+00:00,2026-06-07T16:32:39.271364+00:00,discarded,poca diversidad de símbolos: 4 < 8; drawdown excesivo: 16.00R > 12.00R,"{""cluster_id"": 0, ""rr"": 2.5, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-08-19T00:00:00+00:00,2022-02-09T00:00:00+00:00,2021-08-19T00:00:00+00:00,,,2022-02-09T00:00:00+00:00,,,4,100,0,,,0.52,2.2551,,,16.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000349_RR_3,PATTERN_000349,RR_3,2026-06-07T16:32:39.271364+00:00,2026-06-07T16:32:39.271364+00:00,discarded,poca diversidad de símbolos: 4 < 8; drawdown excesivo: 16.00R > 12.00R,"{""cluster_id"": 0, ""rr"": 3.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-08-19T00:00:00+00:00,2022-02-09T00:00:00+00:00,2021-08-19T00:00:00+00:00,,,2022-02-09T00:00:00+00:00,,,4,100,0,,,0.52,2.41664,,,16.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000349_RR_4,PATTERN_000349,RR_4,2026-06-07T16:32:39.271364+00:00,2026-06-07T16:32:39.271364+00:00,discarded,poca diversidad de símbolos: 4 < 8; drawdown excesivo: 16.00R > 12.00R,"{""cluster_id"": 0, ""rr"": 4.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-08-19T00:00:00+00:00,2022-02-09T00:00:00+00:00,2021-08-19T00:00:00+00:00,,,2022-02-09T00:00:00+00:00,,,4,100,0,,,0.52,2.34761,,,16.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000349_RR_5,PATTERN_000349,RR_5,2026-06-07T16:32:39.271364+00:00,2026-06-07T16:32:39.271364+00:00,discarded,poca diversidad de símbolos: 4 < 8; drawdown excesivo: 16.00R > 12.00R,"{""cluster_id"": 0, ""rr"": 5.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-08-19T00:00:00+00:00,2022-02-09T00:00:00+00:00,2021-08-19T00:00:00+00:00,,,2022-02-09T00:00:00+00:00,,,4,100,0,,,0.52,2.29738,,,16.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000223_RR_1_5,PATTERN_000223,RR_1_5,2026-06-07T13:02:42.354841+00:00,2026-06-07T13:02:42.354841+00:00,discarded,muestras insuficientes: 80 < 100; poca diversidad de símbolos: 4 < 8,"{""cluster_id"": 2, ""rr"": 1.5, ""run_params"": {}, ""side"": ""long"", ""window_size"": 20}",2022-08-16T00:00:00+00:00,2026-05-01T00:00:00+00:00,2022-08-16T00:00:00+00:00,,,2026-05-01T00:00:00+00:00,,,4,80,0,,,0.575,1.77073,,,5.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000223_RR_2,PATTERN_000223,RR_2,2026-06-07T13:02:42.354841+00:00,2026-06-07T13:02:42.354841+00:00,discarded,muestras insuficientes: 80 < 100; poca diversidad de símbolos: 4 < 8,"{""cluster_id"": 2, ""rr"": 2.0, ""run_params"": {}, ""side"": ""long"", ""window_size"": 20}",2022-08-16T00:00:00+00:00,2026-05-01T00:00:00+00:00,2022-08-16T00:00:00+00:00,,,2026-05-01T00:00:00+00:00,,,4,80,0,,,0.5125,1.70667,,,5.30422,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000223_RR_2_5,PATTERN_000223,RR_2_5,2026-06-07T13:02:42.354841+00:00,2026-06-07T13:02:42.354841+00:00,discarded,muestras insuficientes: 80 < 100; poca diversidad de símbolos: 4 < 8,"{""cluster_id"": 2, ""rr"": 2.5, ""run_params"": {}, ""side"": ""long"", ""window_size"": 20}",2022-08-16T00:00:00+00:00,2026-05-01T00:00:00+00:00,2022-08-16T00:00:00+00:00,,,2026-05-01T00:00:00+00:00,,,4,80,0,,,0.5,1.91201,,,5.73238,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000223_RR_3,PATTERN_000223,RR_3,2026-06-07T13:02:42.354841+00:00,2026-06-07T13:02:42.354841+00:00,discarded,muestras insuficientes: 80 < 100; poca diversidad de símbolos: 4 < 8,"{""cluster_id"": 2, ""rr"": 3.0, ""run_params"": {}, ""side"": ""long"", ""window_size"": 20}",2022-08-16T00:00:00+00:00,2026-05-01T00:00:00+00:00,2022-08-16T00:00:00+00:00,,,2026-05-01T00:00:00+00:00,,,4,80,0,,,0.5,2.21809,,,5.73238,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000223_RR_4,PATTERN_000223,RR_4,2026-06-07T13:02:42.354841+00:00,2026-06-07T13:02:42.354841+00:00,discarded,muestras insuficientes: 80 < 100; poca diversidad de símbolos: 4 < 8,"{""cluster_id"": 2, ""rr"": 4.0, ""run_params"": {}, ""side"": ""long"", ""window_size"": 20}",2022-08-16T00:00:00+00:00,2026-05-01T00:00:00+00:00,2022-08-16T00:00:00+00:00,,,2026-05-01T00:00:00+00:00,,,4,80,0,,,0.5,2.42515,,,5.73238,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000223_RR_5,PATTERN_000223,RR_5,2026-06-07T13:02:42.354841+00:00,2026-06-07T13:02:42.354841+00:00,discarded,muestras insuficientes: 80 < 100; poca diversidad de símbolos: 4 < 8,"{""cluster_id"": 2, ""rr"": 5.0, ""run_params"": {}, ""side"": ""long"", ""window_size"": 20}",2022-08-16T00:00:00+00:00,2026-05-01T00:00:00+00:00,2022-08-16T00:00:00+00:00,,,2026-05-01T00:00:00+00:00,,,4,80,0,,,0.5,2.63226,,,5.73238,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000258_RR_1_5,PATTERN_000258,RR_1_5,2026-06-07T13:37:26.843582+00:00,2026-06-07T13:37:26.843582+00:00,discarded,muestras insuficientes: 99 < 100,"{""cluster_id"": 4, ""rr"": 1.5, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-08-16T00:00:00+00:00,2022-02-14T00:00:00+00:00,2021-08-16T00:00:00+00:00,,,2022-02-14T00:00:00+00:00,,,20,99,0,,,0.59596,2.15232,,,9.5,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000258_RR_2,PATTERN_000258,RR_2,2026-06-07T13:37:26.843582+00:00,2026-06-07T13:37:26.843582+00:00,discarded,muestras insuficientes: 99 < 100,"{""cluster_id"": 4, ""rr"": 2.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-08-16T00:00:00+00:00,2022-02-14T00:00:00+00:00,2021-08-16T00:00:00+00:00,,,2022-02-14T00:00:00+00:00,,,20,99,0,,,0.55556,2.38625,,,9.46653,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000258_RR_2_5,PATTERN_000258,RR_2_5,2026-06-07T13:37:26.843582+00:00,2026-06-07T13:37:26.843582+00:00,discarded,muestras insuficientes: 99 < 100,"{""cluster_id"": 4, ""rr"": 2.5, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-08-16T00:00:00+00:00,2022-02-14T00:00:00+00:00,2021-08-16T00:00:00+00:00,,,2022-02-14T00:00:00+00:00,,,20,99,0,,,0.54545,2.56509,,,8.96653,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000258_RR_3,PATTERN_000258,RR_3,2026-06-07T13:37:26.843582+00:00,2026-06-07T13:37:26.843582+00:00,discarded,muestras insuficientes: 99 < 100,"{""cluster_id"": 4, ""rr"": 3.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-08-16T00:00:00+00:00,2022-02-14T00:00:00+00:00,2021-08-16T00:00:00+00:00,,,2022-02-14T00:00:00+00:00,,,20,99,0,,,0.54545,2.81783,,,10.12377,Research variant metrics are in R units; no paper trade PnL exists yet.
