experiment_id,pattern_id,variant_id,created_at,tested_at,status,reason_status,parameters_json,dataset_start,dataset_end,in_sample_start,in_sample_end,out_of_sample_start,out_of_sample_end,paper_live_start,paper_live_end,number_of_assets_tested,number_of_events,number_of_trades,gross_pnl,net_pnl,winrate,profit_factor,sharpe,sortino,max_drawdown,notes
EXP_PATTERN_000200_RR_1_5,PATTERN_000200,RR_1_5,2026-06-07T12:41:41.198058+00:00,2026-06-07T12:41:41.198058+00:00,discarded,muestras insuficientes: 66 < 100,"{""cluster_id"": 10, ""rr"": 1.5, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-07T00:00:00+00:00,2022-11-18T00:00:00+00:00,2021-09-07T00:00:00+00:00,,,2022-11-18T00:00:00+00:00,,,14,66,0,,,0.57576,2.0469,,,8.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000200_RR_2,PATTERN_000200,RR_2,2026-06-07T12:41:41.198058+00:00,2026-06-07T12:41:41.198058+00:00,discarded,muestras insuficientes: 66 < 100,"{""cluster_id"": 10, ""rr"": 2.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-07T00:00:00+00:00,2022-11-18T00:00:00+00:00,2021-09-07T00:00:00+00:00,,,2022-11-18T00:00:00+00:00,,,14,66,0,,,0.57576,2.41095,,,8.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000200_RR_2_5,PATTERN_000200,RR_2_5,2026-06-07T12:41:41.198058+00:00,2026-06-07T12:41:41.198058+00:00,discarded,muestras insuficientes: 66 < 100,"{""cluster_id"": 10, ""rr"": 2.5, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-07T00:00:00+00:00,2022-11-18T00:00:00+00:00,2021-09-07T00:00:00+00:00,,,2022-11-18T00:00:00+00:00,,,14,66,0,,,0.56061,2.63684,,,8.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000200_RR_3,PATTERN_000200,RR_3,2026-06-07T12:41:41.198058+00:00,2026-06-07T12:41:41.198058+00:00,discarded,muestras insuficientes: 66 < 100,"{""cluster_id"": 10, ""rr"": 3.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-07T00:00:00+00:00,2022-11-18T00:00:00+00:00,2021-09-07T00:00:00+00:00,,,2022-11-18T00:00:00+00:00,,,14,66,0,,,0.56061,2.95158,,,8.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000200_RR_4,PATTERN_000200,RR_4,2026-06-07T12:41:41.198058+00:00,2026-06-07T12:41:41.198058+00:00,discarded,muestras insuficientes: 66 < 100,"{""cluster_id"": 10, ""rr"": 4.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-07T00:00:00+00:00,2022-11-18T00:00:00+00:00,2021-09-07T00:00:00+00:00,,,2022-11-18T00:00:00+00:00,,,14,66,0,,,0.56061,3.39764,,,8.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000200_RR_5,PATTERN_000200,RR_5,2026-06-07T12:41:41.198058+00:00,2026-06-07T12:41:41.198058+00:00,discarded,muestras insuficientes: 66 < 100,"{""cluster_id"": 10, ""rr"": 5.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-07T00:00:00+00:00,2022-11-18T00:00:00+00:00,2021-09-07T00:00:00+00:00,,,2022-11-18T00:00:00+00:00,,,14,66,0,,,0.56061,3.62472,,,8.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000103_RR_1_5,PATTERN_000103,RR_1_5,2026-06-07T10:11:31.820662+00:00,2026-06-07T10:11:31.820662+00:00,discarded,muestras insuficientes: 31 < 100; poca diversidad de símbolos: 4 < 8,"{""cluster_id"": 10, ""rr"": 1.5, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-10T00:00:00+00:00,2023-02-13T00:00:00+00:00,2021-09-10T00:00:00+00:00,,,2023-02-13T00:00:00+00:00,,,4,31,0,,,0.48387,1.36008,,,4.5,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000103_RR_2,PATTERN_000103,RR_2,2026-06-07T10:11:31.820662+00:00,2026-06-07T10:11:31.820662+00:00,discarded,muestras insuficientes: 31 < 100; poca diversidad de símbolos: 4 < 8,"{""cluster_id"": 10, ""rr"": 2.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-10T00:00:00+00:00,2023-02-13T00:00:00+00:00,2021-09-10T00:00:00+00:00,,,2023-02-13T00:00:00+00:00,,,4,31,0,,,0.48387,1.71352,,,4.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000103_RR_2_5,PATTERN_000103,RR_2_5,2026-06-07T10:11:31.820662+00:00,2026-06-07T10:11:31.820662+00:00,discarded,muestras insuficientes: 31 < 100; poca diversidad de símbolos: 4 < 8,"{""cluster_id"": 10, ""rr"": 2.5, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-10T00:00:00+00:00,2023-02-13T00:00:00+00:00,2021-09-10T00:00:00+00:00,,,2023-02-13T00:00:00+00:00,,,4,31,0,,,0.45161,1.73589,,,6.75794,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000103_RR_3,PATTERN_000103,RR_3,2026-06-07T10:11:31.820662+00:00,2026-06-07T10:11:31.820662+00:00,discarded,muestras insuficientes: 31 < 100; poca diversidad de símbolos: 4 < 8,"{""cluster_id"": 10, ""rr"": 3.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-10T00:00:00+00:00,2023-02-13T00:00:00+00:00,2021-09-10T00:00:00+00:00,,,2023-02-13T00:00:00+00:00,,,4,31,0,,,0.45161,1.87392,,,6.75794,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000103_RR_4,PATTERN_000103,RR_4,2026-06-07T10:11:31.820662+00:00,2026-06-07T10:11:31.820662+00:00,discarded,muestras insuficientes: 31 < 100; poca diversidad de símbolos: 4 < 8,"{""cluster_id"": 10, ""rr"": 4.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-10T00:00:00+00:00,2023-02-13T00:00:00+00:00,2021-09-10T00:00:00+00:00,,,2023-02-13T00:00:00+00:00,,,4,31,0,,,0.45161,2.09997,,,6.75794,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000103_RR_5,PATTERN_000103,RR_5,2026-06-07T10:11:31.820662+00:00,2026-06-07T10:11:31.820662+00:00,discarded,muestras insuficientes: 31 < 100; poca diversidad de símbolos: 4 < 8,"{""cluster_id"": 10, ""rr"": 5.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-10T00:00:00+00:00,2023-02-13T00:00:00+00:00,2021-09-10T00:00:00+00:00,,,2023-02-13T00:00:00+00:00,,,4,31,0,,,0.45161,2.2701,,,6.75794,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000223_RR_1_5,PATTERN_000223,RR_1_5,2026-06-07T13:02:42.354841+00:00,2026-06-07T13:02:42.354841+00:00,discarded,muestras insuficientes: 80 < 100; poca diversidad de símbolos: 4 < 8,"{""cluster_id"": 2, ""rr"": 1.5, ""run_params"": {}, ""side"": ""long"", ""window_size"": 20}",2022-08-16T00:00:00+00:00,2026-05-01T00:00:00+00:00,2022-08-16T00:00:00+00:00,,,2026-05-01T00:00:00+00:00,,,4,80,0,,,0.575,1.77073,,,5.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000223_RR_2,PATTERN_000223,RR_2,2026-06-07T13:02:42.354841+00:00,2026-06-07T13:02:42.354841+00:00,discarded,muestras insuficientes: 80 < 100; poca diversidad de símbolos: 4 < 8,"{""cluster_id"": 2, ""rr"": 2.0, ""run_params"": {}, ""side"": ""long"", ""window_size"": 20}",2022-08-16T00:00:00+00:00,2026-05-01T00:00:00+00:00,2022-08-16T00:00:00+00:00,,,2026-05-01T00:00:00+00:00,,,4,80,0,,,0.5125,1.70667,,,5.30422,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000223_RR_2_5,PATTERN_000223,RR_2_5,2026-06-07T13:02:42.354841+00:00,2026-06-07T13:02:42.354841+00:00,discarded,muestras insuficientes: 80 < 100; poca diversidad de símbolos: 4 < 8,"{""cluster_id"": 2, ""rr"": 2.5, ""run_params"": {}, ""side"": ""long"", ""window_size"": 20}",2022-08-16T00:00:00+00:00,2026-05-01T00:00:00+00:00,2022-08-16T00:00:00+00:00,,,2026-05-01T00:00:00+00:00,,,4,80,0,,,0.5,1.91201,,,5.73238,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000223_RR_3,PATTERN_000223,RR_3,2026-06-07T13:02:42.354841+00:00,2026-06-07T13:02:42.354841+00:00,discarded,muestras insuficientes: 80 < 100; poca diversidad de símbolos: 4 < 8,"{""cluster_id"": 2, ""rr"": 3.0, ""run_params"": {}, ""side"": ""long"", ""window_size"": 20}",2022-08-16T00:00:00+00:00,2026-05-01T00:00:00+00:00,2022-08-16T00:00:00+00:00,,,2026-05-01T00:00:00+00:00,,,4,80,0,,,0.5,2.21809,,,5.73238,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000223_RR_4,PATTERN_000223,RR_4,2026-06-07T13:02:42.354841+00:00,2026-06-07T13:02:42.354841+00:00,discarded,muestras insuficientes: 80 < 100; poca diversidad de símbolos: 4 < 8,"{""cluster_id"": 2, ""rr"": 4.0, ""run_params"": {}, ""side"": ""long"", ""window_size"": 20}",2022-08-16T00:00:00+00:00,2026-05-01T00:00:00+00:00,2022-08-16T00:00:00+00:00,,,2026-05-01T00:00:00+00:00,,,4,80,0,,,0.5,2.42515,,,5.73238,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000223_RR_5,PATTERN_000223,RR_5,2026-06-07T13:02:42.354841+00:00,2026-06-07T13:02:42.354841+00:00,discarded,muestras insuficientes: 80 < 100; poca diversidad de símbolos: 4 < 8,"{""cluster_id"": 2, ""rr"": 5.0, ""run_params"": {}, ""side"": ""long"", ""window_size"": 20}",2022-08-16T00:00:00+00:00,2026-05-01T00:00:00+00:00,2022-08-16T00:00:00+00:00,,,2026-05-01T00:00:00+00:00,,,4,80,0,,,0.5,2.63226,,,5.73238,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000258_RR_1_5,PATTERN_000258,RR_1_5,2026-06-07T13:37:26.843582+00:00,2026-06-07T13:37:26.843582+00:00,discarded,muestras insuficientes: 99 < 100,"{""cluster_id"": 4, ""rr"": 1.5, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-08-16T00:00:00+00:00,2022-02-14T00:00:00+00:00,2021-08-16T00:00:00+00:00,,,2022-02-14T00:00:00+00:00,,,20,99,0,,,0.59596,2.15232,,,9.5,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000258_RR_2,PATTERN_000258,RR_2,2026-06-07T13:37:26.843582+00:00,2026-06-07T13:37:26.843582+00:00,discarded,muestras insuficientes: 99 < 100,"{""cluster_id"": 4, ""rr"": 2.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-08-16T00:00:00+00:00,2022-02-14T00:00:00+00:00,2021-08-16T00:00:00+00:00,,,2022-02-14T00:00:00+00:00,,,20,99,0,,,0.55556,2.38625,,,9.46653,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000258_RR_2_5,PATTERN_000258,RR_2_5,2026-06-07T13:37:26.843582+00:00,2026-06-07T13:37:26.843582+00:00,discarded,muestras insuficientes: 99 < 100,"{""cluster_id"": 4, ""rr"": 2.5, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-08-16T00:00:00+00:00,2022-02-14T00:00:00+00:00,2021-08-16T00:00:00+00:00,,,2022-02-14T00:00:00+00:00,,,20,99,0,,,0.54545,2.56509,,,8.96653,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000258_RR_3,PATTERN_000258,RR_3,2026-06-07T13:37:26.843582+00:00,2026-06-07T13:37:26.843582+00:00,discarded,muestras insuficientes: 99 < 100,"{""cluster_id"": 4, ""rr"": 3.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-08-16T00:00:00+00:00,2022-02-14T00:00:00+00:00,2021-08-16T00:00:00+00:00,,,2022-02-14T00:00:00+00:00,,,20,99,0,,,0.54545,2.81783,,,10.12377,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000258_RR_4,PATTERN_000258,RR_4,2026-06-07T13:37:26.843582+00:00,2026-06-07T13:37:26.843582+00:00,discarded,muestras insuficientes: 99 < 100,"{""cluster_id"": 4, ""rr"": 4.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-08-16T00:00:00+00:00,2022-02-14T00:00:00+00:00,2021-08-16T00:00:00+00:00,,,2022-02-14T00:00:00+00:00,,,20,99,0,,,0.53535,2.77563,,,10.12377,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000258_RR_5,PATTERN_000258,RR_5,2026-06-07T13:37:26.843582+00:00,2026-06-07T13:37:26.843582+00:00,discarded,muestras insuficientes: 99 < 100,"{""cluster_id"": 4, ""rr"": 5.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-08-16T00:00:00+00:00,2022-02-14T00:00:00+00:00,2021-08-16T00:00:00+00:00,,,2022-02-14T00:00:00+00:00,,,20,99,0,,,0.53535,2.71807,,,10.12377,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000237_RR_1_5,PATTERN_000237,RR_1_5,2026-06-07T13:31:06.423239+00:00,2026-06-07T13:31:06.423239+00:00,discarded,muestras insuficientes: 55 < 100; tasa de 4R baja; puede requerir filtro posterior de entrada,"{""cluster_id"": 6, ""rr"": 1.5, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-08-20T00:00:00+00:00,2024-05-17T00:00:00+00:00,2021-08-20T00:00:00+00:00,,,2024-05-17T00:00:00+00:00,,,10,55,0,,,0.67273,2.92854,,,6.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000237_RR_2,PATTERN_000237,RR_2,2026-06-07T13:31:06.423239+00:00,2026-06-07T13:31:06.423239+00:00,discarded,muestras insuficientes: 55 < 100; tasa de 4R baja; puede requerir filtro posterior de entrada,"{""cluster_id"": 6, ""rr"": 2.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-08-20T00:00:00+00:00,2024-05-17T00:00:00+00:00,2021-08-20T00:00:00+00:00,,,2024-05-17T00:00:00+00:00,,,10,55,0,,,0.67273,3.43641,,,6.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000237_RR_2_5,PATTERN_000237,RR_2_5,2026-06-07T13:31:06.423239+00:00,2026-06-07T13:31:06.423239+00:00,discarded,muestras insuficientes: 55 < 100; tasa de 4R baja; puede requerir filtro posterior de entrada,"{""cluster_id"": 6, ""rr"": 2.5, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-08-20T00:00:00+00:00,2024-05-17T00:00:00+00:00,2021-08-20T00:00:00+00:00,,,2024-05-17T00:00:00+00:00,,,10,55,0,,,0.67273,3.91749,,,6.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000237_RR_3,PATTERN_000237,RR_3,2026-06-07T13:31:06.423239+00:00,2026-06-07T13:31:06.423239+00:00,discarded,muestras insuficientes: 55 < 100; tasa de 4R baja; puede requerir filtro posterior de entrada,"{""cluster_id"": 6, ""rr"": 3.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-08-20T00:00:00+00:00,2024-05-17T00:00:00+00:00,2021-08-20T00:00:00+00:00,,,2024-05-17T00:00:00+00:00,,,10,55,0,,,0.67273,3.80431,,,6.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000237_RR_4,PATTERN_000237,RR_4,2026-06-07T13:31:06.423239+00:00,2026-06-07T13:31:06.423239+00:00,discarded,muestras insuficientes: 55 < 100; tasa de 4R baja; puede requerir filtro posterior de entrada,"{""cluster_id"": 6, ""rr"": 4.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-08-20T00:00:00+00:00,2024-05-17T00:00:00+00:00,2021-08-20T00:00:00+00:00,,,2024-05-17T00:00:00+00:00,,,10,55,0,,,0.67273,3.85309,,,6.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000237_RR_5,PATTERN_000237,RR_5,2026-06-07T13:31:06.423239+00:00,2026-06-07T13:31:06.423239+00:00,discarded,muestras insuficientes: 55 < 100; tasa de 4R baja; puede requerir filtro posterior de entrada,"{""cluster_id"": 6, ""rr"": 5.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-08-20T00:00:00+00:00,2024-05-17T00:00:00+00:00,2021-08-20T00:00:00+00:00,,,2024-05-17T00:00:00+00:00,,,10,55,0,,,0.67273,3.71393,,,6.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000104_RR_1_5,PATTERN_000104,RR_1_5,2026-06-07T10:11:31.833911+00:00,2026-06-07T10:11:31.833911+00:00,discarded,muestras insuficientes: 59 < 100,"{""cluster_id"": 3, ""rr"": 1.5, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-12-14T00:00:00+00:00,2022-11-07T00:00:00+00:00,2021-12-14T00:00:00+00:00,,,2022-11-07T00:00:00+00:00,,,18,59,0,,,0.64407,2.69762,,,4.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000104_RR_2,PATTERN_000104,RR_2,2026-06-07T10:11:31.833911+00:00,2026-06-07T10:11:31.833911+00:00,discarded,muestras insuficientes: 59 < 100,"{""cluster_id"": 3, ""rr"": 2.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-12-14T00:00:00+00:00,2022-11-07T00:00:00+00:00,2021-12-14T00:00:00+00:00,,,2022-11-07T00:00:00+00:00,,,18,59,0,,,0.57627,2.47184,,,5.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000104_RR_2_5,PATTERN_000104,RR_2_5,2026-06-07T10:11:31.833911+00:00,2026-06-07T10:11:31.833911+00:00,discarded,muestras insuficientes: 59 < 100,"{""cluster_id"": 3, ""rr"": 2.5, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-12-14T00:00:00+00:00,2022-11-07T00:00:00+00:00,2021-12-14T00:00:00+00:00,,,2022-11-07T00:00:00+00:00,,,18,59,0,,,0.54237,2.74335,,,4.5,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000104_RR_3,PATTERN_000104,RR_3,2026-06-07T10:11:31.833911+00:00,2026-06-07T10:11:31.833911+00:00,discarded,muestras insuficientes: 59 < 100,"{""cluster_id"": 3, ""rr"": 3.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-12-14T00:00:00+00:00,2022-11-07T00:00:00+00:00,2021-12-14T00:00:00+00:00,,,2022-11-07T00:00:00+00:00,,,18,59,0,,,0.49153,2.20948,,,8.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000104_RR_4,PATTERN_000104,RR_4,2026-06-07T10:11:31.833911+00:00,2026-06-07T10:11:31.833911+00:00,discarded,muestras insuficientes: 59 < 100,"{""cluster_id"": 3, ""rr"": 4.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-12-14T00:00:00+00:00,2022-11-07T00:00:00+00:00,2021-12-14T00:00:00+00:00,,,2022-11-07T00:00:00+00:00,,,18,59,0,,,0.47458,2.28981,,,8.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000104_RR_5,PATTERN_000104,RR_5,2026-06-07T10:11:31.833911+00:00,2026-06-07T10:11:31.833911+00:00,discarded,muestras insuficientes: 59 < 100,"{""cluster_id"": 3, ""rr"": 5.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-12-14T00:00:00+00:00,2022-11-07T00:00:00+00:00,2021-12-14T00:00:00+00:00,,,2022-11-07T00:00:00+00:00,,,18,59,0,,,0.47458,2.34093,,,8.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000238_RR_1_5,PATTERN_000238,RR_1_5,2026-06-07T13:31:06.437004+00:00,2026-06-07T13:31:06.437004+00:00,discarded,muestras insuficientes: 48 < 100; tasa de 4R baja; puede requerir filtro posterior de entrada,"{""cluster_id"": 0, ""rr"": 1.5, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-10T00:00:00+00:00,2025-02-14T00:00:00+00:00,2021-09-10T00:00:00+00:00,,,2025-02-14T00:00:00+00:00,,,8,48,0,,,0.72917,3.80847,,,2.0,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000238_RR_2,PATTERN_000238,RR_2,2026-06-07T13:31:06.437004+00:00,2026-06-07T13:31:06.437004+00:00,discarded,muestras insuficientes: 48 < 100; tasa de 4R baja; puede requerir filtro posterior de entrada,"{""cluster_id"": 0, ""rr"": 2.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-10T00:00:00+00:00,2025-02-14T00:00:00+00:00,2021-09-10T00:00:00+00:00,,,2025-02-14T00:00:00+00:00,,,8,48,0,,,0.66667,2.91461,,,5.49307,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000238_RR_2_5,PATTERN_000238,RR_2_5,2026-06-07T13:31:06.437004+00:00,2026-06-07T13:31:06.437004+00:00,discarded,muestras insuficientes: 48 < 100; tasa de 4R baja; puede requerir filtro posterior de entrada,"{""cluster_id"": 0, ""rr"": 2.5, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-10T00:00:00+00:00,2025-02-14T00:00:00+00:00,2021-09-10T00:00:00+00:00,,,2025-02-14T00:00:00+00:00,,,8,48,0,,,0.66667,3.27188,,,5.49307,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000238_RR_3,PATTERN_000238,RR_3,2026-06-07T13:31:06.437004+00:00,2026-06-07T13:31:06.437004+00:00,discarded,muestras insuficientes: 48 < 100; tasa de 4R baja; puede requerir filtro posterior de entrada,"{""cluster_id"": 0, ""rr"": 3.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-10T00:00:00+00:00,2025-02-14T00:00:00+00:00,2021-09-10T00:00:00+00:00,,,2025-02-14T00:00:00+00:00,,,8,48,0,,,0.66667,3.32906,,,5.49307,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000238_RR_4,PATTERN_000238,RR_4,2026-06-07T13:31:06.437004+00:00,2026-06-07T13:31:06.437004+00:00,discarded,muestras insuficientes: 48 < 100; tasa de 4R baja; puede requerir filtro posterior de entrada,"{""cluster_id"": 0, ""rr"": 4.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-10T00:00:00+00:00,2025-02-14T00:00:00+00:00,2021-09-10T00:00:00+00:00,,,2025-02-14T00:00:00+00:00,,,8,48,0,,,0.66667,3.43115,,,5.49307,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000238_RR_5,PATTERN_000238,RR_5,2026-06-07T13:31:06.437004+00:00,2026-06-07T13:31:06.437004+00:00,discarded,muestras insuficientes: 48 < 100; tasa de 4R baja; puede requerir filtro posterior de entrada,"{""cluster_id"": 0, ""rr"": 5.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-10T00:00:00+00:00,2025-02-14T00:00:00+00:00,2021-09-10T00:00:00+00:00,,,2025-02-14T00:00:00+00:00,,,8,48,0,,,0.66667,3.46332,,,5.49307,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000105_RR_1_5,PATTERN_000105,RR_1_5,2026-06-07T10:11:31.854214+00:00,2026-06-07T10:11:31.854214+00:00,discarded,muestras insuficientes: 63 < 100,"{""cluster_id"": 11, ""rr"": 1.5, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-08-16T00:00:00+00:00,2022-02-14T00:00:00+00:00,2021-08-16T00:00:00+00:00,,,2022-02-14T00:00:00+00:00,,,15,63,0,,,0.63492,2.49158,,,8.47113,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000105_RR_2,PATTERN_000105,RR_2,2026-06-07T10:11:31.854214+00:00,2026-06-07T10:11:31.854214+00:00,discarded,muestras insuficientes: 63 < 100,"{""cluster_id"": 11, ""rr"": 2.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-08-16T00:00:00+00:00,2022-02-14T00:00:00+00:00,2021-08-16T00:00:00+00:00,,,2022-02-14T00:00:00+00:00,,,15,63,0,,,0.61905,2.89647,,,8.47113,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000105_RR_2_5,PATTERN_000105,RR_2_5,2026-06-07T10:11:31.854214+00:00,2026-06-07T10:11:31.854214+00:00,discarded,muestras insuficientes: 63 < 100,"{""cluster_id"": 11, ""rr"": 2.5, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-08-16T00:00:00+00:00,2022-02-14T00:00:00+00:00,2021-08-16T00:00:00+00:00,,,2022-02-14T00:00:00+00:00,,,15,63,0,,,0.60317,2.90804,,,8.47113,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000105_RR_3,PATTERN_000105,RR_3,2026-06-07T10:11:31.854214+00:00,2026-06-07T10:11:31.854214+00:00,discarded,muestras insuficientes: 63 < 100,"{""cluster_id"": 11, ""rr"": 3.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-08-16T00:00:00+00:00,2022-02-14T00:00:00+00:00,2021-08-16T00:00:00+00:00,,,2022-02-14T00:00:00+00:00,,,15,63,0,,,0.60317,3.21891,,,8.47113,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000105_RR_4,PATTERN_000105,RR_4,2026-06-07T10:11:31.854214+00:00,2026-06-07T10:11:31.854214+00:00,discarded,muestras insuficientes: 63 < 100,"{""cluster_id"": 11, ""rr"": 4.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-08-16T00:00:00+00:00,2022-02-14T00:00:00+00:00,2021-08-16T00:00:00+00:00,,,2022-02-14T00:00:00+00:00,,,15,63,0,,,0.60317,3.23082,,,8.47113,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000105_RR_5,PATTERN_000105,RR_5,2026-06-07T10:11:31.854214+00:00,2026-06-07T10:11:31.854214+00:00,discarded,muestras insuficientes: 63 < 100,"{""cluster_id"": 11, ""rr"": 5.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-08-16T00:00:00+00:00,2022-02-14T00:00:00+00:00,2021-08-16T00:00:00+00:00,,,2022-02-14T00:00:00+00:00,,,15,63,0,,,0.60317,3.21299,,,8.47113,Research variant metrics are in R units; no paper trade PnL exists yet.
